Department/Agency,Medium,Publication,catagory,status,year,Publication Web Address
Energy,Online,"Public Offering of Crown Petroleum and Natural Gas Rights July 9, 2014    ",energy_transportation,200,2014,"""http://www.energy.gov.ab.ca/FTPPNG/20140709PON.pdf"""
Energy,Online,"Public Offering of Crown Petroleum and Natural Gas Rights July 23, 2014 ",energy_transportation,200,2014,"""http://www.energy.gov.ab.ca/FTPPNG/20140723PON.pdf"""
"Tourism, Parks and Recreation",Online,"Going the Distance: the Alberta Sport Plan, 2014-2024 / DRAFT for consultation",culture_people,404,2014,"""http://www.tpr.alberta.ca/recreation/sportplan/docs/SportPlan2014.pdf"""
Education,Online,Guide de l'éducation 2014-2015  (en vigueur à partir du 1er septembre 2014) – Sommaire des changements 2014-2015 ,education_tech,200,2014,"""http://education.alberta.ca/media/8765484/sommaire1415.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - April 4, 2014",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140404.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - April 11, 2014  ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140411.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - April 18, 2014  ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140418.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - April 25, 2014",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140425.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - May 2, 2014  ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140502.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - May 9, 2014    ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140509.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - May 16, 2014   ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140516.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - May 23, 2014   ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140523.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - May 30, 2014",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140530.pdf"""
Agriculture and Rural Development,Online,"Weekly Crop Market Review - June 6, 2014, 2014  ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$Department/deptdocs.nsf/all/sdd6248/$FILE/wkgrain_140606.pdf"""
Treasury Board and Finance,Online,"General Revenue Fund, Details of Grants, Supplies, Services, Tangible Capital Assets and Other Payments, by Payee: Blue Book for the nine months ended December 31, 2013 - Table of Contents, Introduction, Basis of Reporting, Total Reported Payments by Depa",economics_finnace,404,2014,"""http://www.finance.alberta.ca/business/planning-accountability/accountability/blue-book/2013-14/Blue-Book-2013-14-3rd-Quarter-Intro.pdf"""
Treasury Board and Finance,Online,"General Revenue Fund, Details of Grants, Supplies, Services, Tangible Capital Assets and Other Payments, by Payee: Blue Book for the nine months ended December 31, 2013 - Grants",economics_finnace,404,2014,"""http://www.finance.alberta.ca/business/planning-accountability/accountability/blue-book/2013-14/Blue-Book-2013-14-3rd-Quarter-Grants.pdf"""
Treasury Board and Finance,Online,"General Revenue Fund, Details of Grants, Supplies, Services, Tangible Capital Assets and Other Payments, by Payee: Blue Book for the nine months ended December 31, 2013 - Supplies and Services, Tangible Capital Assets and Other ",economics_finnace,404,2014,"""http://www.finance.alberta.ca/business/planning-accountability/accountability/blue-book/2013-14/Blue-Book-2013-14-3rd-Quarter-Supplies-Services.pdf"""
Treasury Board and Finance,Online,"General Revenue Fund, Details of Grants, Supplies, Services, Tangible Capital Assets and Other Payments, by Payee: Blue Book for the nine months ended December 31, 2013 - Procurement Card Payments",economics_finnace,200,2014,"""http://www.finance.alberta.ca/business/planning-accountability/accountability/blue-book/index.html"""
Transportation,Online,"Tender Schedule May, 2014 - July, 2014 (Revised 2014-05-08)",energy_transportation,200,2014,"""http://www.transportation.alberta.ca/Content/docType29/Production/3%20month%20tender%20list%20(May%202014).pdf"""
Travel Alberta,Online,2013 Alberta Tourism Market Monitor (annual),energy_transportation,404,2014,"""http://industry.travelalberta.com/Markets/~/media/Industry/Attachments/Markets/Research/Annual/2013-Alberta-Tourism-Market-Monitor.pdf"""
Travel Alberta,Online,Alberta Tourism Market Monitor: Data - May 2014  ,energy_transportation,404,2014,"""http://industry.travelalberta.com/Markets/~/media/Industry/Attachments/Markets/Research/2014%2005%20May/Monitor2014Mayexcel.pdf"""
Treasury Board and Finance,Online,"Weekly Economic Review - June 6, 2014 ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/economic_bulletins/2014/2014-0606-alberta-economic-review.pdf"""
Treasury Board and Finance,Online,"Alberta Economy: Indicators at a Glance - June 6, 2014",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/at-a-glance/2014/2014-0606-alberta-economy-indicators.pdf"""
Treasury Board and Finance,Online,Labour Market Notes - June 2014,economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/labour-market-notes/2014/2014-06-labour-market-notes.pdf"""
"Jobs, Skills, Training & Labour",Online,"Workplace Incident Fatalities Investigated in 2014: Year to Date, Numbers as of May 7, 2014 ",labor,200,2014,"""http://work.alberta.ca/documents/2014-workplace-incident-fatalities.pdf"""
Agriculture and Rural Development,Online,"Alberta Crop Report: Alberta Crop Conditions as of June 3, 2014    ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$department/deptdocs.nsf/all/sdd14888/$file/alberta_crop_conditions_june_3_2014.pdf?OpenElement"""
"Jobs, Skills, Training & Labour",Online,Alberta Minimum Wage Profile April 2013 - March 2014,labor,200,2014,"""http://work.alberta.ca/documents/alberta-minimim-wage-profile.pdf"""
"Jobs, Skills, Training & Labour",Online,Minimum Wage Comparisons 2014 - Assuming Alberta's Minimum Wage = $10.20/hr.,labor,200,2014,"""http://work.alberta.ca/documents/national-comparison-of-minimum-wages.pdf"""
Innovation & Advanced Education,Online,"Economic Commentary - April 9, 2014 - Construction Sector is Leading Employment Growth in Alberta",education_tech,200,2014,"""http://www.albertacanada.com/files/albertacanada/SP-Commentary_04-09-14.pdf """
"Tourism, Parks and Recreation",Online,Alberta Tourism Market Monitor: Monthly Update - May 2014    ,culture_people,404,2014,"""http://industry.travelalberta.com/Markets/~/media/Industry/Attachments/Markets/Research/2014%2005%20May/MarketMonitorMay2014.pdf"""
Aboriginal Relations,Print,Aboriginal Relationms 2014-17 Business Plan Overview,culture_people,404,2014,
Environment and Sustainable Resource Development,Online and Print,2014 Alberta Hunting Draws,environment,200,2014,"""http://mywildalberta.com/hunting/huntingdraws/documents/2014AlbertaHuntingDrawsBooklet-May29-2014.pdf"""
Innovation & Advanced Education,Online and Print,Research Capacity Impacts 2013 Report,education_tech,200,2014,"""http://eae.alberta.ca/media/395950/rcp_13_rpt.pdf"""
Agriculture and Rural Development,Online and Print,Food News - May 2014,economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$department/newslett.nsf/pdf/fns22229/$file/FoodNewsMay2014.pdf?OpenElement"""
Justice and Solicitor General,Online,VICTIMS SERVICES STATUS REPORT 2012-2013 ,law_order,200,2014,"""http://www.solgps.alberta.ca/programs_and_services/victim_services/Publications/2012-2013%20Victims%20of%20Crime%20Status%20Report.pdf"""
Environment and Sustainable Resource Development,Online and Print,Enforcement of the Environmental Protection and Enhancement Act and Water Act 1 Jan 2014 - 31 Mar 2014,environment,200,2014,"""http://esrd.alberta.ca/focus/compliance-assurance-program/environmental-protection-commission-reports/documents/1stQtrRpt-EnforceEPEA-WaterAct2014.pdf"""
Municipal Affairs,Online,"STANDATA: Fire Code Interpretation - Use of Containers, Portable Tanks and Transportation Tanks for the Ongoing Storage and Dispensing of Flammable and Combustible Liquids",government,200,2014,"""http://www.municipalaffairs.alberta.ca/documents/ss/STANDATA/fire/fci/FCI-14-01R1-Final.pdf"""
Municipal Affairs,Online,STANDATA: Fire Code Interpretation - Index,government,200,2014,"""http://municipalaffairs.alberta.ca/CP_2006_Fire_Code_Interpretation.cfm"""
Human Services,Online,Calgary & Area Labour Market Report Q1 2014 (January-March 2014)   ,government,200,2014,"""http://humanservices.alberta.ca/documents/2014-calgary-first-quarter-labour-market-report.pdf"""
Treasury Board and Finance,Online,Alberta Economic Multipliers 2010,economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/economic-multipliers/2010/Alberta-Economic-Multipliers-2010.pdf"""
Agriculture and Rural Development,Online,"Alberta Crop Report: Alberta Crop Conditions as of May 20, 2014  ",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$department/deptdocs.nsf/all/sdd14873/$file/Alberta%20Crop%20Conditions%20as%20of%20May%2020,%202014.pdf?OpenElement """
Treasury Board and Finance,Online,Economic trends - May 2014,economics_finnace,200,2014,"""http://www.finance.alberta.ca/aboutalberta/economic-trends/current-economic-trends.pdf"""
Alberta Energy Regulator,Print,Alberta's energy reserves 2013 and supply/demand outlook 2014-2023. ST98-2014 ,energy_transportation,200,2014,"""http://www.aer.ca/documents/sts/ST98/ST98-2014.pdf"""
Environment and Sustainable Resource Development,Online and Print,"Environmental Protection Security Fund Annual Report April 1, 2012 to March 31, 2013",environment,404,2014,"""http://esrd.alberta.ca/lands-forests/land-industrial/programs-and-services/reclamation-and-remediation/documents/EnvironmentSecurityFundAnnualReport2012-13.pdf"""
Municipal Affairs,Online,STANDATA: Private Sevage Systems Variance - LFH At-grade System Soil Based Sewage Treatment and Dispersal System ,government,200,2014,"""http://www.municipalaffairs.alberta.ca/documents/ss/STANDATA/plumbing/pv/VAR-PS08-14-LFHAtGradeSystem.pdf"""
Treasury Board and Finance,Online,"Weekly Economic Review - May 23, 2014    ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/economic_bulletins/2014/2014-0523-alberta-economic-review.pdf"""
Treasury Board and Finance,Online,"Alberta Economy: Indicators at a Glance - May 23, 2014   ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/at-a-glance/2014/2014-0523-alberta-economy-indicators.pdf"""
Treasury Board and Finance,Online,"Economic Review Data Tables (MS Excel) [Alberta Economic Indicators] - May 16, 2014     ",economics_finnace,200,2014,"""http://www.finance.alberta.ca/aboutalberta/archive_econ_review.html"""
Treasury Board and Finance,Online,"Economic Review Data Tables (MS Excel) [Alberta Economic Indicators] - May 23, 2014     ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/data/Alberta-Weekly-Economic-Data-Tables.xlsx"""
Human Services,Online,Promise Bulletin - April 2014,government,200,2014,"""http://campaign.r20.constantcontact.com/render?ca=ea253b21-2c35-4572-8658-fe082a42d1c7&c=b32373a0-7862-11e3-a38c-d4ae52754950&ch=b4500cc0-7862-11e3-a38f-d4ae52754950"""
Human Services,Online and Print,"Alberta's Promise Inspirisng Partnerships for Kids, 10th Anniversary Annual Report of 2013",government,404,2014,"""Not posted yet  (May 30, 2014)"""
Treasury Board and Finance,Online,"Weekly Economic Review - May 30, 2014      ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/economic_bulletins/2014/2014-0530-alberta-economic-review.pdf"""
Treasury Board and Finance,Online,"Alberta Economy: Indicators at a Glance - May 30, 2014",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/at-a-glance/2014/2014-0530-alberta-economy-indicators.pdf"""
Treasury Board and Finance,Online,"Economic Review Data Tables (MS Excel) [Alberta Economic Indicators] - May 30, 2014 ",economics_finnace,200,2014,"""http://www.finance.alberta.ca/aboutalberta/archive_econ_review.html"""
Environment and Sustainable Resource Development,Online,Backcountry Trail Flood Rehabilitation Program,environment,200,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/backcountry-trail-flood-rehabilitation-program/documents/BackcountryTrailFloodRehabilitation-May2014.pdf"""
Environment and Sustainable Resource Development,Online and Print,Bighorn Backcountry [Brochure and Map],environment,404,2014,"""http://esrd.alberta.ca/recreation-public-use/recreation-on-public-land/bighorn-backcountry/documents/BighornBackcountryBrochure-Apr2014.pdf"""
Environment and Sustainable Resource Development,Online,Bighorn Backcountry: Allstones Area [Brochure and Trail Map],environment,404,2014,"""http://esrd.alberta.ca/recreation-public-use/recreation-on-public-land/bighorn-backcountry/documents/PLUZ-AllstonesAreaTrailMap-Mar18-2014.pdf"""
Environment and Sustainable Resource Development,Online and Print,Bighorn Backcountry:  Bighorn Dam Area [Brochure and Trail Map]  ,environment,404,2014,"""http://esrd.alberta.ca/recreation-public-use/recreation-on-public-land/bighorn-backcountry/documents/PLUZ-BighornDamTrailMap-Mar18-2014.pdf"""
Environment and Sustainable Resource Development,Online and Print,Bighorn Backcountry: Cline River Corridor Area [Brochure and Trail Map]  ,environment,404,2014,"""http://esrd.alberta.ca/recreation-public-use/recreation-on-public-land/bighorn-backcountry/documents/PLUZ-ClineRiverTrailMap-Mar18-2014.pdf"""
Environment and Sustainable Resource Development,Online and Print,Bighorn Backcountry: Coliseum Area [Brochure and Trail Map]  ,environment,404,2014,"""http://esrd.alberta.ca/recreation-public-use/recreation-on-public-land/bighorn-backcountry/documents/PLUZ-ColiseumTrailMap-Mar18-2014.pdf"""
Environment and Sustainable Resource Development,Online,Bighorn Backcountry: Cutoff Creek Area [Brochure and Trail Map]    ,environment,404,2014,"""http://esrd.alberta.ca/recreation-public-use/recreation-on-public-land/bighorn-backcountry/documents/PLUZ-CutoffCreekAreaTrailMap-Mar18-2014.pdf"""
Environment and Sustainable Resource Development,Online and CD-ROM,Bighorn Backcountry: Hummingbird Area [Brochure and Trail Map]    ,environment,404,2013,"""http://esrd.alberta.ca/recreation-public-use/recreation-on-public-land/bighorn-backcountry/documents/PLUZ-HummingbirdAreaTrailMap-Mar18-2014.pdf"""
Environment and Sustainable Resource Development,Online and Print,Bighorn Backcountry: Nordegg Area [Brochure and Trail Map]    ,environment,404,2014,"""http://esrd.alberta.ca/recreation-public-use/recreation-on-public-land/bighorn-backcountry/documents/PLUZ-NordeggAreaTrailMap-Mar18-2014.pdf"""
Treasury Board and Finance,Online,"Weekly Economic Review - May 16, 2014  ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/economic_bulletins/2014/2014-0516-alberta-economic-review.pdf"""
Treasury Board and Finance,Online,"Alberta Economy: Indicators at a Glance - May 16, 2014  ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/at-a-glance/2014/2014-0516-alberta-economy-indicators.pdf"""
Alberta Energy Regulator,Online and Print,"AER Bulletin 2014-17: New Requirements for the Capture and Flaring, Incinerating, or Conserving of All Casing Gas and Tank-Top Gas by New and Existing Operations in the Peace River Area ",energy_transportation,200,2014,"""http://www.aer.ca/documents/bulletins/AER-Bulletin-2014-17.pdf"""
Alberta Energy Regulator,Online and Print,AER Bulletin 2014-18: EPAP Reporting Moving to PETRINEX ,energy_transportation,200,2014,"""http://www.aer.ca/documents/bulletins/AER-Bulletin-2014-18.pdf"""
Alberta Energy Regulator,Online and Print,"Directive 60: Upstream Petroleum Industry Flaring, Incinerating, and Venting (Effective date: Auguist 15, 2014)   ",energy_transportation,200,2014,"""http://www.aer.ca/documents/directives/Directive060_May2014.pdf"""
Education,Online,"Manucure 1 EST1070 – Document d’appui, Ensemble d’outils destiné aux enseignants du cours EST1070",education_tech,200,2014,"""http://education.alberta.ca/media/8680892/est1070.pdf"""
Environment and Sustainable Resource Development,Online,Flood Recovery Erosion Control Program Grants,environment,200,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/FREC-FloodRecoveryErosionControlProgramGrants-May2014.pdf"""
Environment and Sustainable Resource Development,Online,2013 Flood Recovery Application for Water Act Approvals and Public Land Act Temporary Field Authorization,environment,200,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/expedited-authorization-process.aspx"""
Environment and Sustainable Resource Development,Online,2013 Flood Recovery - Expedited Authorization Process for Debris Removal Information Sheet,environment,404,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/FloodDebrisRemoval-InformationSheet-May%208-2014.pdf"""
Environment and Sustainable Resource Development,Online,2013 Flood Recovery - Aquatic Environment Fact Sheet,environment,404,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/AquaticEnvironmentFactSheet-Apr25-2014.pdf"""
Environment and Sustainable Resource Development,Online,2013 Flood Recovery - Authorizations Under the Public Lands Act for Work Within the Bed and Shore of Water Bodies,environment,404,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/Authorizationsbedshorewaterbodies-Apr25-2014.pdf"""
Environment and Sustainable Resource Development,Online,[2013 Flood Recovery -]Department License of Occupation (DLO) Application Requirements,environment,404,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/DLOApplicationRequirements-Apr24-2014.pdf"""
Environment and Sustainable Resource Development,Online,[2013 Flood Recovery -]Expedited Approval Process for Flood Recovery Information Sheet,environment,404,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/ExpeditedApprovalFloodRecovery-Apr24-2014.pdf"""
Environment and Sustainable Resource Development,Online,Westslope Cutthroat Trout Critical Habitat Map – North,environment,404,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/TroutCriticalHabitat-NorthMap-Apr24-2014.pdf"""
Environment and Sustainable Resource Development,Online,Westslope Cutthroat Trout Critical Habitat Map – South,environment,404,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/TroutCriticalHabitat-SouthMap-Apr24-2014.pdf"""
Environment and Sustainable Resource Development,Online,Westslope Cutthroat Trout Critical Habitat Location Tables: Water Bodies with High Conservation Value for Westslope Cutthroat Trout (WSCT),environment,200,2014,"""http://esrd.alberta.ca/focus/esrd-2013-flood-recovery-programs/documents/WaterBodiesHighValueTable-Apr24-2014.pdf"""
Travel Alberta,Online,Connections - May 2014,energy_transportation,200,2014,"""http://email.sdmg.ca/t/ViewEmail/r/8EE3C48DF27FA0C72540EF23F30FEDED/09D0034BBFB99A936E86459A008B4B98"""
Travel Alberta,Online,Connections - April 2014,energy_transportation,200,2014,"""http://email.sdmg.ca/t/ViewEmail/r/357E640623A815B22540EF23F30FEDED/09D0034BBFB99A936E86459A008B4B98"""
Education,Online,Politiques et exigences à l'intention des conseils scolaires – Planification et rapports sur les résultats,education_tech,200,2014,"""http://education.alberta.ca/media/675962/guide.pdf"""
Education,Online,"Task Force for Teaching Excellence Part 1: Report to the Minister of Education, Government of Alberta",education_tech,200,2014,"""https://inspiring.education.alberta.ca/wp-content/themes/inspiringeducation/_documents/GOAE_TaskForceforTeachingExcellence_Report_WEB_updated.pdf"""
Education,Online,Task Force for Teaching Excellence Part 2: What We Heard – Community and Stakeholder Consultation,education_tech,404,2014,
Education,Online,Task Force for Teaching Excellence Part 1 & 2: Full Report,education_tech,200,2014,"""https://inspiring.education.alberta.ca/wp-content/themes/inspiringeducation/_documents/GOAE_TaskForceforTeachingExcellence_WEB_updated.pdf"""
Justice and Solicitor General,Online,Grow Op Free Alberta Final Recommendations Report,law_order,200,2014,"""http://justice.alberta.ca/programs_services/safe/growop/Documents/MGO-FinalRecommendationsReport.pdf"""
Energy,Online and Print,"Accepted Offers: Public Offering of Crown Oil Sands Rights Offered April 30, 2014",energy_transportation,200,2014,"""http://www.energy.alberta.ca/FTPOS/20140430OSR.pdf"""
Energy,Online and Print,"Accepted Offers: Public Offering of Crown Petroleum and Natural Gas Rights Offered April 30, 2014",energy_transportation,200,2014,"""http://www.energy.gov.ab.ca/FTPPNG/20140430PSR.pdf"""
Energy,Online,"Public Offering of Crown Petroleum and Natural Gas Rights June 25, 2014    ",energy_transportation,200,2014,"""http://www.energy.gov.ab.ca/FTPPNG/20140625PON.pdf"""
"Jobs, Skills, Training & Labour",Online,Alberta Labour Force Statistics - April 2014,labor,200,2014,"""http://work.alberta.ca/documents/labour-force-stats-Apr14-public-package.pdf"""
"Jobs, Skills, Training & Labour",Online,Labour Force Statistics [Alberta Highlights] - April 2014,labor,200,2014,"""http://work.alberta.ca/documents/labour-force-stats-Apr14-highlights.pdf"""
"Jobs, Skills, Training & Labour",Online,Labour Force Statistics Alberta Aboriginal People Living Off-Reserve Highlights - April 2014,labor,200,2014,"""http://work.alberta.ca/documents/labour-force-stats-Apr14-aboriginal-highlights.pdf"""
"Jobs, Skills, Training & Labour",Online,Labour Force Statistics Aboriginal Population Off-Reserve Package - April 2014,labor,200,2014,"""http://work.alberta.ca/documents/labour-force-stats-Apr14-aboriginal-package.pdf"""
Aboriginal Relations,Online and Print,Metis Settlements and First Nations in Alberta: Community Profiles - April 2014,culture_people,404,2014,"""http://www.aboriginal.alberta.ca/documents/MetisSettlementProfile_2014.pdf"""
Aboriginal Relations,Online and Print,Guide to Aboriginal Organizations and Services in Alberta - April 2014,culture_people,404,2014,"""http://www.aboriginal.alberta.ca/documents/2014-AboriginalOrganizationGuide.pdf"""
Agriculture and Rural Development,Online,"Agri-News - May 12, 2014  ",economics_finnace,404,2014,
Agriculture and Rural Development,Online,"Alberta Crop Report: Alberta Crop Conditions as of May 5, 2014",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$department/deptdocs.nsf/all/sdd14852"""
Agriculture and Rural Development,Online,Alberta 2014 Crop Reporting Program,economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$department/deptdocs.nsf/all/sdd14838"""
Environment and Sustainable Resource Development,Online,Grizzly Bear Conservation in Alberta : 2013 Management Activities and Recovery Implementation,environment,404,2014,"""http://esrd.alberta.ca/fish-wildlife/wildlife-management/bear-management/grizzly-bears/documents/GrizzlyBears-GrizzlyBearConservationAlberta-Apr2014.pdf"""
Treasury Board and Finance,Online,Labour Market Notes - May 2014,economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/labour-market-notes/2014/2014-05-labour-market-notes.pdf"""
Treasury Board and Finance,Online,Labour Market Notes - April 2014,economics_finnace,200,2014,"""http://www.finance.alberta.ca/aboutalberta/labour-market-notes/2014/2014-04-labour-market-notes.pdf"""
Treasury Board and Finance,Online,"Weekly Economic Review - May 9, 2014",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/economic_bulletins/2014/2014-0509-alberta-economic-review.pdf"""
Treasury Board and Finance,Online,"Alberta Economy: Indicators at a Glance - May 9, 2014  ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/at-a-glance/2014/2014-0509-alberta-economy-indicators.pdf"""
Treasury Board and Finance,Online,"Economic Review Data Tables (MS Excel) [Alberta Economic Indicators] - May 9, 2014   ",economics_finnace,200,2014,"""http://finance.alberta.ca/aboutalberta/data/Alberta-Weekly-Economic-Data-Tables.xlsx"""
Human Services,Online,Youth Recruitment and Retention Practices: Results from the 2013 Employer Survey,government,200,2014,"""http://humanservices.alberta.ca/documents/youth-recruitment-and-retention-practices-2013-employer-survey.pdf"""
Agriculture and Rural Development,Print,Monthly Livestock Slaughter Summary - March 2014,economics_finnace,404,2014,
Environment and Sustainable Resource Development,Online and Print,Alberta Tier 1 Soil and Groundwater Remediation Guidelines,environment,404,2014,"""http://esrd.alberta.ca/lands-forests/land-industrial/inspections-and-compliance/documents/AlbertaTier1Guidelines-Mar18-2014.pdf"""
Environment and Sustainable Resource Development,Online and Print,Alberta Tier 2 Soil and Groundwater Remediation Guidelines,environment,404,2014,"""http://esrd.alberta.ca/lands-forests/land-industrial/inspections-and-compliance/documents/AlbertaTier2Guidelines-Mar19-2014.pdf"""
Environment and Sustainable Resource Development,Online and Print,Environmental Quality Guidelines for Alberta Surface Waters,environment,404,2014,"""http://esrd.alberta.ca/water/education-guidelines/documents/EnvironmentalQualitySurfaceWaters-May06-2014.pdf"""
Environment and Sustainable Resource Development,Online,Quantification Protocol for Energy Generation from the Combustion of Biomass Waste - Version 2.0 - April 2014,environment,404,2014,"""http://esrd.alberta.ca/focus/alberta-and-climate-change/regulating-greenhouse-gas-emissions/alberta-based-offset-credit-system/offset-credit-system-protocols/documents/ProtocolBiomassWaste-Apr2014.pdf"""
Treasury Board and Finance,Online,Alberta’s Public Sector Pension Plans: Changes to Address Sustainability,economics_finnace,404,2014,"""http://finance.alberta.ca/publications/pensions/sustainability/Public-Sector-Pension-Reform-Minister-Presentation.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Manufacturing Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-manufacturing.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Mining and Oil and Gas Extraction Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-mining-oil-and-gas-extraction.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Other Services Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-other-services.pdf"""
"Jobs, Skills, Training & Labour",Online,"Industry Profiles: Professional, Scientific and Technical Services Industry - 2014",labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-professional-scientific-and-technical.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Public Administration Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-public-administration.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Retail Trade Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-retail-trade.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Transportation and Warehousing Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-transportation-and-warehousing.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Utilities Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-utilities.pdf"""
"Jobs, Skills, Training & Labour",Online,Industry Profiles: Wholesale Trade Industry - 2014,labor,200,2014,"""http://work.alberta.ca/documents/industry-profile-wholesale-trade.pdf"""
Travel Alberta,Online,"Banff National Park’s Cave and Basin - Travel Alberta, Canada",energy_transportation,200,2014,"""https://www.youtube.com/watch?v=Jgq0v8w37X8"""
Travel Alberta,Online,"Bears in Banff National Park - Travel Alberta, Canada",energy_transportation,200,2014,"""https://www.youtube.com/watch?v=uO17A2v_1d4"""
Travel Alberta,Online,"Canoeing in Lakeland Provincial Park - Travel Alberta, Canada",energy_transportation,200,2014,"""https://www.youtube.com/watch?v=lJJv8ZzuQ8E"""
Travel Alberta,Online,"Hiking in Waterton Lakes National Park - Travel Alberta, Canada",energy_transportation,200,2014,"""https://www.youtube.com/watch?v=mPrM69akk1I"""
Agriculture and Rural Development,Online,"Agri-News - May 5, 2014",economics_finnace,200,2014,"""http://www1.agric.gov.ab.ca/$department/newslett.nsf/homemain/agnw?opendocument"""
Treasury Board and Finance,Online,"Blue Book for the Year Ended December 31, 2013 - Grants",economics_finnace,404,2014,"""http://www.finance.alberta.ca/business/planning-accountability/accountability/blue-book/2013-14/Blue-Book-2013-14-3rd-Quarter-Grants.pdf"""
Treasury Board and Finance,Online,"Blue Book for the Year Ended December 31, 2013 - Supplies and Services, Tangible Capital Assets and Other ",economics_finnace,200,2014,"""http://www.finance.alberta.ca/business/planning-accountability/accountability/blue-book/index.html"""
